"SalesID","OrderDate","ProductName","ProductCategory","SubCategory","PackSize","Quantity","UnitPrice","TotalRevenue","Profit","CustomerName","City_Cust","State_Cust","StoreName","City_Store","State_Store","Region","SalesChannel"
"S0318","11/18/2023","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0319","11/19/2023","Shankar Paag","Sweets","Sweet","500g","2","220","440","180","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0320","11/20/2023","Chana Dal","Snacks","Spicy","200g","4","75","300","80","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0321","11/21/2023","Plain Ladoo","Sweets","Sweet","200g","5","90","450","175","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0322","11/22/2023","Bikaneri Bhujia","Snacks","Spicy","200g","1","85","85","27.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0323","11/23/2023","Gulab Jamun","Sweets","Sweet","500g","2","140","280","80","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0324","11/24/2023","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0325","11/25/2023","Rasgulla","Sweets","Sweet","500g","4","180","720","200","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0326","11/26/2023","Masala Peanuts","Snacks","Spicy","200g","5","110","550","200","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0327","11/27/2023","Mathri","Snacks","Spicy","200g","3","70","210","67.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0328","11/28/2023","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0329","11/29/2023","Shankar Paag","Sweets","Sweet","500g","1","220","220","90","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0330","11/30/2023","Chana Dal","Snacks","Spicy","200g","2","75","150","40","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0331","12/1/2023","Plain Ladoo","Sweets","Sweet","200g","4","90","360","140","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0332","12/2/2023","Bikaneri Bhujia","Snacks","Spicy","200g","2","85","170","55","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0333","12/3/2023","Gulab Jamun","Sweets","Sweet","500g","1","140","140","40","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0334","12/4/2023","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0335","12/5/2023","Rasgulla","Sweets","Sweet","500g","3","180","540","150","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0336","12/6/2023","Masala Peanuts","Snacks","Spicy","200g","1","110","110","40","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0337","12/7/2023","Mathri","Snacks","Spicy","200g","4","70","280","90","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0338","12/8/2023","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0339","12/9/2023","Shankar Paag","Sweets","Sweet","500g","3","220","660","270","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0340","12/10/2023","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0341","12/11/2023","Plain Ladoo","Sweets","Sweet","200g","2","90","180","70","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0342","12/12/2023","Bikaneri Bhujia","Snacks","Spicy","200g","3","85","255","82.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0343","12/13/2023","Gulab Jamun","Sweets","Sweet","500g","4","140","560","160","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0344","12/14/2023","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0345","12/15/2023","Rasgulla","Sweets","Sweet","500g","5","180","900","250","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0346","12/16/2023","Masala Peanuts","Snacks","Spicy","200g","2","110","220","80","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0347","12/17/2023","Mathri","Snacks","Spicy","200g","5","70","350","112.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0348","12/18/2023","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0349","12/19/2023","Shankar Paag","Sweets","Sweet","500g","1","220","220","90","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0350","12/20/2023","Chana Dal","Snacks","Spicy","200g","4","75","300","80","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0351","12/21/2023","Bikaneri Bhujia","Snacks","Spicy","200g","5","85","425","137.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0352","12/22/2023","Gulab Jamun","Sweets","Sweet","500g","2","140","280","80","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0353","12/23/2023","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0354","12/24/2023","Rasgulla","Sweets","Sweet","500g","1","180","180","50","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0355","12/25/2023","Masala Peanuts","Snacks","Spicy","200g","4","110","440","160","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0356","12/26/2023","Mathri","Snacks","Spicy","200g","2","70","140","45","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0357","12/27/2023","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0358","12/28/2023","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","2","450","900","370","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0359","12/29/2023","Chana Dal","Snacks","Spicy","200g","4","75","300","80","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0360","12/30/2023","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","4","190","760","280","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0361","12/31/2023","Bikaneri Bhujia","Snacks","Spicy","200g","1","85","85","27.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0362","1/1/2024","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0363","1/2/2024","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0364","1/3/2024","Rasgulla","Sweets","Sweet","500g","5","180","900","250","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0365","1/4/2024","Masala Peanuts","Snacks","Spicy","200g","3","110","330","120","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0366","1/5/2024","Mathri","Snacks","Spicy","200g","4","70","280","90","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0367","1/6/2024","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0368","1/7/2024","Shankar Paag","Sweets","Sweet","500g","3","220","660","270","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0369","1/8/2024","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0370","1/9/2024","Plain Ladoo","Sweets","Sweet","200g","2","90","180","70","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0371","1/10/2024","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0372","1/11/2024","Gulab Jamun","Sweets","Sweet","500g","1","140","140","40","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0373","1/12/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0374","1/13/2024","Rasgulla","Sweets","Sweet","500g","4","180","720","200","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0375","1/14/2024","Masala Peanuts","Snacks","Spicy","200g","2","110","220","80","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0376","1/15/2024","Mathri","Snacks","Spicy","200g","5","70","350","112.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0377","1/16/2024","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0378","1/17/2024","Shankar Paag","Sweets","Sweet","500g","4","220","880","360","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0379","1/18/2024","Chana Dal","Snacks","Spicy","200g","3","75","225","60","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0380","1/19/2024","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","5","190","950","350","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0381","1/20/2024","Bikaneri Bhujia","Snacks","Spicy","200g","2","85","170","55","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0382","1/21/2024","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0383","1/22/2024","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0384","1/23/2024","Rasgulla","Sweets","Sweet","500g","2","180","360","100","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0385","1/24/2024","Masala Peanuts","Snacks","Spicy","200g","1","110","110","40","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0386","1/25/2024","Mathri","Snacks","Spicy","200g","3","70","210","67.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0387","1/26/2024","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0388","1/27/2024","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","3","450","1,350.00","555","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0389","1/28/2024","Chana Dal","Snacks","Spicy","200g","4","75","300","80","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0390","1/29/2024","Plain Ladoo","Sweets","Sweet","200g","3","90","270","105","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0391","1/30/2024","Bikaneri Bhujia","Snacks","Spicy","200g","5","85","425","137.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0392","1/31/2024","Gulab Jamun","Sweets","Sweet","500g","4","140","560","160","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0393","2/1/2024","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0394","2/2/2024","Rasgulla","Sweets","Sweet","500g","3","180","540","150","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0395","2/3/2024","Masala Peanuts","Snacks","Spicy","200g","4","110","440","160","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0396","2/4/2024","Mathri","Snacks","Spicy","200g","1","70","70","22.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0397","2/5/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0398","2/6/2024","Shankar Paag","Sweets","Sweet","500g","2","220","440","180","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0399","2/7/2024","Chana Dal","Snacks","Spicy","200g","2","75","150","40","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0400","2/8/2024","Plain Ladoo","Sweets","Sweet","200g","4","90","360","140","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0401","2/9/2024","Bikaneri Bhujia","Snacks","Spicy","200g","3","85","255","82.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0402","2/10/2024","Gulab Jamun","Sweets","Sweet","500g","2","140","280","80","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0403","2/11/2024","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0404","2/12/2024","Rasgulla","Sweets","Sweet","500g","1","180","180","50","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0405","2/13/2024","Masala Peanuts","Snacks","Spicy","200g","5","110","550","200","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0406","2/14/2024","Mathri","Snacks","Spicy","200g","2","70","140","45","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0407","2/15/2024","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0408","2/16/2024","Shankar Paag","Sweets","Sweet","500g","3","220","660","270","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0409","2/17/2024","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0410","2/18/2024","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","4","190","760","280","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0411","2/19/2024","Bikaneri Bhujia","Snacks","Spicy","200g","2","85","170","55","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0412","2/20/2024","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0413","2/21/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0414","2/22/2024","Rasgulla","Sweets","Sweet","500g","4","180","720","200","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0415","2/23/2024","Masala Peanuts","Snacks","Spicy","200g","1","110","110","40","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0416","2/24/2024","Mathri","Snacks","Spicy","200g","4","70","280","90","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0417","2/25/2024","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0418","2/26/2024","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","2","450","900","370","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0419","2/27/2024","Chana Dal","Snacks","Spicy","200g","4","75","300","80","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0420","2/28/2024","Plain Ladoo","Sweets","Sweet","200g","5","90","450","175","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0421","2/29/2024","Bikaneri Bhujia","Snacks","Spicy","200g","1","85","85","27.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0422","3/1/2024","Gulab Jamun","Sweets","Sweet","500g","1","140","140","40","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0423","3/2/2024","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0424","3/3/2024","Rasgulla","Sweets","Sweet","500g","5","180","900","250","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0425","3/4/2024","Masala Peanuts","Snacks","Spicy","200g","3","110","330","120","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0426","3/5/2024","Mathri","Snacks","Spicy","200g","5","70","350","112.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0427","3/6/2024","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0428","3/7/2024","Shankar Paag","Sweets","Sweet","500g","1","220","220","90","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0429","3/8/2024","Chana Dal","Snacks","Spicy","200g","2","75","150","40","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0430","3/9/2024","Plain Ladoo","Sweets","Sweet","200g","3","90","270","105","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0431","3/10/2024","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0432","3/11/2024","Gulab Jamun","Sweets","Sweet","500g","4","140","560","160","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0433","3/12/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0434","3/13/2024","Rasgulla","Sweets","Sweet","500g","2","180","360","100","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0435","3/14/2024","Masala Peanuts","Snacks","Spicy","200g","1","110","110","40","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0436","3/15/2024","Mathri","Snacks","Spicy","200g","3","70","210","67.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0437","3/16/2024","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0438","3/17/2024","Shankar Paag","Sweets","Sweet","500g","4","220","880","360","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0439","3/18/2024","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0440","3/19/2024","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","2","190","380","140","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0441","3/20/2024","Bikaneri Bhujia","Snacks","Spicy","200g","3","85","255","82.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0442","3/21/2024","Gulab Jamun","Sweets","Sweet","500g","5","140","700","200","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0443","3/22/2024","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0444","3/23/2024","Rasgulla","Sweets","Sweet","500g","3","180","540","150","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0445","3/24/2024","Masala Peanuts","Snacks","Spicy","200g","4","110","440","160","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0446","3/25/2024","Mathri","Snacks","Spicy","200g","2","70","140","45","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0447","3/26/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0448","3/27/2024","Shankar Paag","Sweets","Sweet","500g","2","220","440","180","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0449","3/28/2024","Chana Dal","Snacks","Spicy","200g","3","75","225","60","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0450","3/29/2024","Plain Ladoo","Sweets","Sweet","200g","4","90","360","140","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0451","3/30/2024","Bikaneri Bhujia","Snacks","Spicy","200g","5","85","425","137.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0452","3/31/2024","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0453","4/1/2024","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0454","4/2/2024","Rasgulla","Sweets","Sweet","500g","4","180","720","200","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0455","4/3/2024","Masala Peanuts","Snacks","Spicy","200g","1","110","110","40","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0456","4/4/2024","Mathri","Snacks","Spicy","200g","4","70","280","90","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0457","4/5/2024","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0458","4/6/2024","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","3","450","1,350.00","555","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0459","4/7/2024","Chana Dal","Snacks","Spicy","200g","4","75","300","80","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0460","4/8/2024","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","5","190","950","350","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0461","4/9/2024","Bikaneri Bhujia","Snacks","Spicy","200g","1","85","85","27.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0462","4/10/2024","Gulab Jamun","Sweets","Sweet","500g","2","140","280","80","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
